Year,Month,Region,Household_Members,Monthly_Household_Income_SGD,Fridge_Count,Aircon_Unit_Count,Aircon_Avg_Hours_Per_Day,Television_Count,Television_Avg_Hours_Per_Day,Computer_Count,Computer_Avg_Hours_Per_Day,Fan_Count,Fan_Avg_Hours_Per_Day,Light_Count,Light_Avg_Hours_Per_Day,Monthly_Energy_Consumption_kWh
2011,Apr,South,3,1850,1,1,5.1,3,1.1,3,1.9,1,1.5,8,5.1,365.1
2013,Apr,West,3,1750,1,0,0,2,1.9,3,0.3,1,2,8,1.9,111.1
2010,Dec,East,5,6650,2,0,0,3,1.6,3,3.6,3,3.6,11,6.1,337.9
2011,Jun,East,3,6750,1,3,9.8,2,2,3,1,2,1.1,9,1.1,799.3
2016,Nov,Central,1,1300,1,2,5.7,3,2,3,1,3,1.2,13,5.5,195.9
2012,Sep,South,1,7050,1,0,0,3,1.1,3,2,1,6.8,11,5.8,320.6
2016,Jun,East,5,8950,1,3,6.8,3,1.1,3,0.7,1,3.1,10,5,765.1
2012,Aug,West,5,8200,1,3,8.8,1,3.1,1,3.5,1,3.7,13,5.5,827.9
2013,Oct,Central,5,17187,1,1,7.6,1,3.9,5,6.3,1,3.1,16,1.2,1156.1
2012,Jan,South,1,6150,1,0,0,2,5.9,3,5.3,3,1.6,11,3,282.9
2012,Jul,West,5,6950,1,0,0,1,3.1,3,2,3,5.6,16,1.9,317.1
2012,Oct,North,5,9200,1,0,0,3,2.3,2,1.8,3,3.6,15,5.2,299.6
2013,Dec,South,6,6150,2,1,5,2,3.5,1,2,1,5.3,11,3.1,691.2
2010,Sep,South,1,8300,1,0,0,3,2.6,2,5.2,1,7,12,2.9,300.9
2013,Aug,West,5,8100,1,3,8.7,3,3.7,2,3.3,1,6.1,11,5.8,938.2
2010,Sep,North,1,2000,1,0,0,2,1.1,1,3.2,1,1.7,9,3.6,221.8
2010,Nov,Central,3,1250,1,3,9.9,3,3.7,3,2.2,2,2.9,7,5.3,856.3
2015,May,East,2,3600,1,0,0,2,3.1,0,0,2,6.5,6,2.8,220
2011,Nov,North,6,8700,2,0,0,3,3.9,5,1.7,1,5.8,13,7,371.7
2015,Dec,East,3,17038,1,0,0,3,3.2,3,6,2,3.7,12,1.9,266.3
2016,Jul,North,2,2000,1,0,0,2,2.9,1,1.1,1,3.2,1,5.2,172.1
2016,Nov,North,1,15025,1,3,5,3,1.1,3,5.2,3,1.8,11,1.1,680.9
2011,Nov,South,5,1650,1,1,1.1,2,3.2,1,1.5,3,3.1,9,1.9,563.5
2011,Mar,West,1,5600,1,2,2.6,3,1.2,1,6.5,3,5.1,11,1.9,119.3
2015,Mar,East,1,2100,1,2,3.9,2,2.8,2,1.3,1,3,1,1.7,387.9
2016,Nov,South,8,11850,1,3,7.6,1,1.1,6,3.8,3,1.1,15,6.6,972.5
2012,May,West,2,2800,1,0,0,2,3.9,3,1.3,2,6.8,8,3.5,202.8
2012,Mar,South,1,5650,1,2,1.1,2,1.9,3,2,1,3.9,11,1.5,531.9
2013,Aug,East,1,1250,1,0,0,1,1.7,1,1.1,3,5.8,13,1,295.9
2010,Jul,West,6,8100,1,3,6.7,2,3.6,1,2.2,1,1.6,12,1.9,712.7
2016,Feb,West,1,8650,1,1,6.5,2,2.3,3,5.3,1,1,12,5.6,921.1
2011,Jan,West,1,18530,2,0,0,3,1.1,1,6.5,1,6.6,12,2.7,327.5
2012,Mar,North,3,3600,1,0,0,2,1.2,2,0.5,2,5.3,7,1.9,162
2016,Jan,West,1,18270,1,0,0,1,2.5,2,7,1,5.1,15,1.9,255.6
2010,Apr,West,1,5500,1,0,0,3,3.7,2,3.9,3,8.3,11,1.6,295.6
2011,Jun,Central,5,8750,1,0,0,2,1.9,5,0.3,3,8.5,13,5.1,325.5
2016,May,West,5,9550,1,0,0,3,3.6,6,1.1,3,6,10,1.6,117.1
2015,Nov,Central,3,6000,1,2,5.1,2,3,1,1.8,3,7.5,9,5.5,187.9
2015,Sep,West,7,12000,1,1,1.8,1,3.9,1,2.9,3,3.7,11,6,816.7
2010,Dec,East,6,6650,1,0,0,1,1.9,5,5.1,3,6.9,15,5.9,175.7
2010,Mar,North,3,1650,1,2,2.8,3,1.5,2,3.8,2,3.5,9,6.8,316
2011,Jun,East,2,1300,1,0,0,1,3.1,0,0,1,1.9,7,1.7,153.5
2013,Feb,South,5,1950,1,1,6.1,3,1.1,3,1.7,1,3,11,1.9,1239.3
2016,Jun,North,9,12000,2,5,7.1,1,6,6,3.6,3,1.5,19,5.3,1250
2011,May,East,3,6950,1,3,1.6,2,2.7,3,3.3,3,3.2,10,5.1,565.5
2010,Apr,North,1,9850,1,0,0,3,1.2,2,3.7,3,6.6,11,6.2,295.9
2016,Sep,East,3,3850,1,3,3.1,2,2.1,2,2.1,3,3.5,8,3.1,152.2
2015,Jun,West,8,11550,2,5,10.5,1,2.8,6,1.9,8,1.7,19,5.8,1250
2012,Nov,West,3,1950,1,2,5.9,2,3.7,1,1.2,2,3.6,10,1.2,518.5
2012,May,West,2,2200,1,2,3.8,1,2.3,1,2.7,1,5.3,1,3.6,333.7
2013,May,South,7,6650,2,0,0,1,3.9,1,1.1,3,5.5,15,5.1,111
2011,Apr,West,2,2500,1,2,3.3,1,3.7,1,1.1,1,1.1,5,3.6,291.8
2016,Aug,Central,3,1900,1,2,6,3,2.9,3,5.3,3,1.1,12,5.1,601.6
2016,Oct,Central,5,8950,1,2,6.6,2,1,5,3.6,1,6.3,10,3.3,628.5
2010,Sep,East,5,6500,1,3,6.7,3,1.2,2,1.2,1,1.1,10,1.5,699.8
2011,May,West,5,7300,1,0,0,2,3.2,1,2.9,3,6.2,10,5.2,319
2012,Mar,Central,3,5750,1,0,0,1,1.1,5,1.9,3,6.7,6,1.2,217.1
2013,Dec,Central,3,3900,1,0,0,2,3.1,2,1.7,2,1.5,9,1.9,193.1
2013,Mar,South,2,3000,1,1,5.7,1,3,2,2.1,3,3.5,9,1.2,319
2012,Feb,Central,1,5800,1,0,0,2,2.5,1,3.3,3,1,8,1.1,282.3
2010,Sep,East,3,1850,1,2,2.3,2,3,2,1.1,3,5.2,11,1.6,323.1
2012,Feb,Central,1,9100,1,2,8.1,3,2.2,2,5,3,1,10,1.9,612.5
2010,May,Central,3,6950,1,0,0,2,2.6,3,3,1,7.9,11,1.2,253.7
2015,Feb,West,1,2850,1,0,0,1,3.3,0,0,2,1,9,3.9,152.1
2010,Jun,East,3,5650,1,0,0,3,2.1,3,3.2,1,3.3,8,6,301.6
2013,Dec,East,1,2650,1,3,3.9,1,1,0,0,2,1.6,7,3.6,392.7
2013,May,East,1,2200,1,2,7.7,1,0.1,1,1.9,1,6.8,7,3.1,181.9
2011,Sep,West,10,12000,1,1,7,1,1.2,6,3.6,9,3.3,20,5.1,1230.3
2012,Sep,North,7,8100,2,3,5.6,3,5.9,3,1.5,3,7,15,1.6,781.1
2011,Apr,North,5,6250,2,3,7.1,1,1.7,2,2.3,3,1.2,11,7.1,811.1
2013,Sep,Central,5,7050,1,1,8.9,1,3.1,3,1.1,3,5.6,13,1,1250
2012,Feb,West,3,6850,1,5,1.1,3,2.9,2,1.1,1,2.2,10,5.6,621.6
2015,Feb,North,3,6800,1,2,2.1,2,2.7,3,3,3,5.1,9,2.9,313.9
2013,Aug,East,3,9500,1,2,6.7,3,3.3,3,0.9,3,2.3,13,3.3,560.2
2011,Oct,North,3,2950,1,0,0,2,2.7,2,1.1,1,6.3,7,3.6,235.1
2013,Nov,Central,1,5750,1,0,0,2,5.9,2,0.8,3,7.3,13,1.6,275.1
2016,Dec,North,1,7600,1,1,3,3,3.8,1,1.1,1,3.2,13,3.9,391
2011,Oct,East,3,5650,1,3,5.2,1,3.8,3,1.3,1,1.9,9,3.7,527.5
2012,Jun,North,10,9800,2,1,12.1,1,3.8,6,5.7,9,6,11,1.9,1250
2016,Apr,West,1,8850,1,5,3.3,3,2.1,3,3,3,5.6,11,1,633.7
2011,Jul,Central,2,1650,1,2,1.1,2,1.3,1,1.8,2,1.6,8,1.7,361
2010,Mar,North,5,5800,2,1,5.1,3,3.6,1,1.3,3,3.9,11,1.8,120.7
2010,Jun,Central,3,5050,1,0,0,2,2.9,2,1.3,2,1.3,9,1.3,238.2
2011,Apr,East,2,7000,1,0,0,3,3.1,1,3.9,3,5.2,7,1.7,230.5
2015,Jun,West,1,3650,1,0,0,2,3.6,2,2.3,1,1.8,5,3.5,115.2
2016,Jul,North,3,9200,1,1,6.2,2,1.1,3,1.5,1,7.3,11,3,102.1
2013,Apr,North,7,5000,1,5,6,1,1.6,3,3.2,3,6.3,15,1.3,1009.6
2012,May,East,1,6700,1,3,7.1,3,3.2,1,3.9,1,2.3,12,5.5,715.2
2015,Apr,South,5,10150,2,0,0,3,3.7,1,3.7,3,7.9,13,1.9,156.8
2011,Jul,Central,1,6250,1,0,0,3,3.2,2,1.2,1,5,9,1.6,293.9
2010,Dec,West,1,5100,1,2,5.1,2,1.8,2,1.7,3,5.7,12,2.9,137.3
2011,Jun,South,1,3700,1,3,1.8,3,2.2,3,0.3,2,6.1,8,3.2,561
2011,Jun,West,3,1250,1,0,0,2,2.1,3,2.8,3,5.7,8,1.1,235.3
2016,Sep,North,7,9600,2,3,7.2,1,3,1,2,3,5.2,15,5.5,801.9
2013,Jan,North,3,1300,1,2,2.2,2,2.5,3,3.7,3,2.9,6,3.5,328.2
2011,Nov,Central,5,9100,1,0,0,3,3.1,1,1.1,1,1.8,12,5,369.9
2011,Mar,North,5,6850,2,0,0,3,3.6,3,2.9,3,2.1,12,5.2,319.1
2013,Jun,Central,1,6800,1,2,2.6,3,5.3,1,2.8,1,6.8,13,7.1,151.1
2011,Sep,North,7,5300,1,1,5.7,1,5.1,5,1.1,3,3.2,16,5.2,965.1
2013,Oct,South,1,5150,1,0,0,2,3.6,3,6.2,3,5.8,9,6.6,322.1
2012,Nov,North,3,1150,1,0,0,2,3.5,1,6.1,1,1.9,13,3.8,230.3
2016,Oct,Central,2,6100,1,0,0,2,2.6,2,1.5,2,6.1,8,1.9,226.1
2016,Dec,North,3,5650,1,3,0.5,2,3.9,1,7.1,1,5.9,10,5.5,301
2011,Jan,West,2,2650,1,0,0,1,2.1,0,0,3,5.1,10,3.2,115.7
2011,Mar,East,10,8800,2,1,8.6,1,3.2,5,3.1,9,7.6,20,5.8,1250
2016,Apr,East,1,3850,1,0,0,2,2.9,3,2.3,3,5.8,11,3.9,291.1
2015,Apr,Central,3,7350,1,2,2.1,1,1,1,0.3,3,3.6,10,1.7,311.9
2011,Sep,North,3,7350,1,0,0,2,3.9,2,6,2,1.7,7,6.3,258.2
2010,May,North,3,1250,1,0,0,3,3.6,1,2.7,3,1.5,9,1.3,202.8
2016,Oct,East,1,8350,1,0,0,3,3.3,1,2.9,3,1.6,13,5.1,303.6
2016,Apr,South,2,3950,1,0,0,2,2.7,1,2.2,3,1.5,7,5.1,209.1
2011,Jan,North,3,5200,1,1,3.8,3,3.5,2,1.1,2,5.3,8,1.5,613.3
2013,May,West,9,10250,1,1,7.7,1,5.1,5,3.3,8,3.2,18,5.1,1013.3
2012,Jan,West,5,5950,2,1,2.8,2,0.5,2,0.1,1,1.3,12,5.1,519.7
2011,May,North,5,7100,2,1,5.9,3,3.8,3,3.3,1,3.2,13,2.9,917.2
2010,Feb,North,2,16771,1,3,10.6,3,3.5,2,2.9,2,1.2,11,3.5,1051.9
2010,May,East,2,3000,1,0,0,1,0.8,2,1.2,3,6.3,7,3.1,212.8
2012,Nov,East,2,2000,1,1,2.9,2,2.7,1,1.3,3,7.8,10,2.8,262.8
2016,Nov,East,3,3600,1,0,0,3,3.7,1,3.3,1,5.1,10,1.7,251.1
2010,Nov,North,1,6550,1,1,9,3,3.1,3,3.9,3,2,9,1.6,910.2
2011,May,Central,5,16053,2,3,6.1,1,2.3,5,3.1,1,6.1,11,5.2,735.5
2012,Dec,East,3,5350,1,0,0,1,5.6,2,5.3,3,2.1,9,6.2,283.6
2010,Feb,South,5,8300,1,1,7.1,3,2.3,3,1.3,3,1.8,11,1.9,921.2
2011,Dec,Central,1,1600,1,0,0,2,1.1,3,2.6,1,5.3,10,1.9,269.8
2010,Aug,West,1,6100,1,2,7.1,3,3,2,2.7,2,7,11,1,511.1
2016,May,Central,1,5050,1,3,6.3,1,5.1,1,3,3,7,10,1.9,710.9
2013,Jul,Central,1,6350,1,1,6.1,3,3,1,6.5,3,2.9,12,3.5,810.9
2013,Mar,West,3,7650,1,0,0,2,2.8,3,2,3,5.3,9,1.1,223.5
2010,Jan,East,2,6050,1,0,0,2,2.7,1,3.1,2,3.8,7,1.1,186.3
2013,Mar,North,1,9300,1,3,6,3,3.6,1,0.3,1,3,11,1.3,679.8
2011,Mar,East,3,7500,1,2,5.1,2,2.9,2,3,3,1.1,11,5,612
2015,Nov,North,5,5750,1,3,7.2,1,3.1,3,6,3,2.7,8,3.8,877
2010,Mar,East,2,3150,1,3,2.1,2,3.1,0,0,1,5.9,10,1.3,309.1
2015,Jul,East,3,7500,1,0,0,2,1.6,2,2.7,1,5.2,7,5.5,261.9
2016,Nov,East,5,8000,2,0,0,2,1.5,3,5,1,1.1,8,1,310.8
2012,Jul,South,2,3600,1,0,0,1,3.3,0,0,2,3.1,7,1.8,161.2
2012,Sep,East,3,1100,1,0,0,2,1.5,2,1.3,1,7,8,2.7,212.2
2011,Apr,Central,3,1350,1,0,0,3,2.3,2,2.5,1,3.9,9,3.7,217
2010,Jun,North,7,8350,1,5,8,3,3.1,5,2.9,3,1.9,15,6.5,1250
2013,Jul,Central,3,3250,1,0,0,3,2.7,1,1.8,3,6.9,7,1.1,273.7
